n,time_f1,time_f2,time_f3,time_f4
5000,0.000019,0.000099,0.000333,0.022934,0.000516
5010,0.000019,0.000099,0.000340,0.023022,0.000513
5020,0.000018,0.000103,0.000330,0.023105,0.000521
5030,0.000018,0.000100,0.000332,0.023218,0.000519
5040,0.000018,0.000099,0.000332,0.023309,0.000519
5050,0.000019,0.000104,0.000333,0.023387,0.000519
5060,0.000019,0.000100,0.000333,0.023482,0.000520
5070,0.000019,0.000104,0.000332,0.023564,0.000529
5080,0.000019,0.000101,0.000338,0.023668,0.000524
5090,0.000019,0.000101,0.000335,0.023769,0.000525
5100,0.000019,0.000101,0.000327,0.023848,0.000523
5110,0.000019,0.000101,0.000336,0.023934,0.000524
5120,0.000019,0.000101,0.000337,0.024037,0.000529
5130,0.000019,0.000102,0.000338,0.024126,0.000530
5140,0.000019,0.000102,0.000340,0.024223,0.000531
5150,0.000019,0.000102,0.000339,0.024330,0.000538
5160,0.000019,0.000102,0.000339,0.024433,0.000540
5170,0.000019,0.000102,0.000341,0.024510,0.000545
5180,0.000019,0.000102,0.000345,0.024602,0.000553
5190,0.000019,0.000103,0.000342,0.024700,0.000549
5200,0.000019,0.000103,0.000342,0.024808,0.000555
5210,0.000019,0.000104,0.000343,0.024900,0.000558
5220,0.000019,0.000104,0.000344,0.024991,0.000553
5230,0.000019,0.000104,0.000345,0.025074,0.000567
5240,0.000019,0.000103,0.000349,0.025174,0.000554
5250,0.000019,0.000104,0.000346,0.025277,0.000560
5260,0.000020,0.000104,0.000347,0.025377,0.000546
5270,0.000020,0.000109,0.000347,0.025455,0.000554
5280,0.000019,0.000104,0.000351,0.025555,0.000553
5290,0.000020,0.000105,0.000349,0.025651,0.000548
5300,0.000020,0.000105,0.000349,0.025744,0.000548
5310,0.000019,0.000105,0.000350,0.025842,0.000548
5320,0.000020,0.000106,0.000350,0.025950,0.000553
5330,0.000019,0.000105,0.000351,0.026048,0.000558
5340,0.000020,0.000106,0.000352,0.026143,0.000559
5350,0.000020,0.000106,0.000362,0.026241,0.000559
5360,0.000020,0.000106,0.000353,0.026345,0.000559
5370,0.000020,0.000106,0.000358,0.026454,0.000563
5380,0.000020,0.000106,0.000354,0.026542,0.000558
5390,0.000020,0.000110,0.000355,0.026635,0.000565
5400,0.000020,0.000107,0.000360,0.026728,0.000567
5410,0.000021,0.000107,0.000358,0.026824,0.000564
5420,0.000021,0.000107,0.000357,0.026926,0.000566
5430,0.000020,0.000108,0.000356,0.027037,0.000569
5440,0.000020,0.000108,0.000358,0.027130,0.000572
5450,0.000020,0.000108,0.000359,0.027240,0.000573
5460,0.000020,0.000108,0.000359,0.027328,0.000576
5470,0.000021,0.000108,0.000360,0.027441,0.000575
5480,0.000020,0.000112,0.000360,0.027546,0.000574
5490,0.000020,0.000109,0.000367,0.027632,0.000575
5500,0.000020,0.000109,0.000367,0.027772,0.000577
5510,0.000020,0.000109,0.000368,0.027845,0.000582
5520,0.000020,0.000109,0.000367,0.027932,0.000576
5530,0.000021,0.000110,0.000368,0.028028,0.000577
5540,0.000021,0.000110,0.000365,0.028124,0.000582
5550,0.000021,0.000110,0.000365,0.028239,0.000582
5560,0.000020,0.000110,0.000371,0.028344,0.000583
5570,0.000021,0.000111,0.000367,0.028446,0.000580
5580,0.000021,0.000111,0.000368,0.028538,0.000577
5590,0.000021,0.000111,0.000372,0.028641,0.000585
5600,0.000021,0.000111,0.000372,0.028813,0.000594
5610,0.000020,0.000111,0.000373,0.028858,0.000592
5620,0.000021,0.000111,0.000373,0.028951,0.000585
5630,0.000024,0.000111,0.000371,0.029042,0.000587
5640,0.000021,0.000112,0.000372,0.029142,0.000593
5650,0.000021,0.000112,0.000377,0.029250,0.000589
5660,0.000021,0.000112,0.000373,0.029358,0.000596
5670,0.000021,0.000112,0.000378,0.029472,0.000596
5680,0.000021,0.000112,0.000374,0.029583,0.000600
5690,0.000021,0.000113,0.000375,0.029670,0.000594
5700,0.000021,0.000113,0.000376,0.029771,0.000595
5710,0.000022,0.000113,0.000376,0.029873,0.000602
5720,0.000022,0.000113,0.000376,0.030018,0.000603
5730,0.000021,0.000113,0.000382,0.030088,0.000600
5740,0.000022,0.000118,0.000378,0.030204,0.000603
5750,0.000022,0.000114,0.000379,0.030305,0.000605
5760,0.000022,0.000114,0.000380,0.030415,0.000607
5770,0.000021,0.000115,0.000383,0.030509,0.000606
5780,0.000021,0.000115,0.000381,0.030614,0.000609
5790,0.000021,0.000114,0.000381,0.030730,0.000606
5800,0.000022,0.000115,0.000382,0.030814,0.000606
5810,0.000022,0.000115,0.000382,0.030932,0.000609
5820,0.000021,0.000116,0.000388,0.031034,0.000607
5830,0.000022,0.000119,0.000384,0.031139,0.000617
5840,0.000021,0.000115,0.000384,0.031256,0.000617
5850,0.000022,0.000122,0.000386,0.031360,0.000617
5860,0.000022,0.000116,0.000390,0.031542,0.000649
5870,0.000021,0.000116,0.000387,0.031603,0.000643
5880,0.000022,0.000117,0.000387,0.031691,0.000641
5890,0.000022,0.000117,0.000388,0.031800,0.000637
5900,0.000022,0.000117,0.000389,0.031893,0.000639
5910,0.000022,0.000117,0.000394,0.032005,0.000635
5920,0.000022,0.000121,0.000390,0.032120,0.000628
5930,0.000021,0.000117,0.000390,0.032225,0.000621
5940,0.000022,0.000123,0.000391,0.032331,0.000623
5950,0.000022,0.000118,0.000395,0.032439,0.000620
5960,0.000022,0.000118,0.000393,0.032543,0.000621
5970,0.000022,0.000118,0.000393,0.032652,0.000622
5980,0.000022,0.000118,0.000394,0.032783,0.000626
5990,0.000022,0.000118,0.000394,0.032882,0.000624
6000,0.000022,0.000119,0.000385,0.032980,0.000631
6010,0.000022,0.000119,0.000399,0.033088,0.000625
6020,0.000022,0.000119,0.000396,0.033205,0.000640
6030,0.000023,0.000119,0.000400,0.033318,0.000633
6040,0.000022,0.000120,0.000398,0.033419,0.000633
6050,0.000023,0.000122,0.000398,0.033530,0.000632
6060,0.000022,0.000120,0.000401,0.033643,0.000630
6070,0.000022,0.000120,0.000405,0.033753,0.000635
6080,0.000023,0.000123,0.000400,0.033872,0.000634
6090,0.000022,0.000120,0.000401,0.033986,0.000640
6100,0.000023,0.000121,0.000402,0.034086,0.000639
6110,0.000023,0.000121,0.000406,0.034213,0.000639
6120,0.000023,0.000121,0.000403,0.034323,0.000633
6130,0.000023,0.000122,0.000404,0.034427,0.000642
6140,0.000023,0.000122,0.000407,0.034533,0.000649
6150,0.000023,0.000122,0.000409,0.034650,0.000650
6160,0.000023,0.000122,0.000409,0.034788,0.000645
6170,0.000023,0.000122,0.000410,0.034880,0.000648
6180,0.000023,0.000122,0.000407,0.034987,0.000651
6190,0.000022,0.000122,0.000407,0.035120,0.000649
6200,0.000023,0.000126,0.000408,0.035257,0.000658
6210,0.000023,0.000123,0.000411,0.035328,0.000655
6220,0.000023,0.000123,0.000409,0.035450,0.000653
6230,0.000023,0.000124,0.000410,0.035563,0.000650
6240,0.000023,0.000127,0.000411,0.035663,0.000659
6250,0.000026,0.000124,0.000412,0.035774,0.000657
6260,0.000024,0.000124,0.000413,0.035917,0.000660
6270,0.000024,0.000124,0.000413,0.036013,0.000657
6280,0.000024,0.000124,0.000417,0.036158,0.000658
6290,0.000024,0.000124,0.000414,0.036245,0.000665
6300,0.000023,0.000132,0.000415,0.036368,0.000664
6310,0.000023,0.000125,0.000418,0.036479,0.000669
6320,0.000023,0.000125,0.000422,0.036599,0.000677
6330,0.000023,0.000125,0.000421,0.036716,0.000671
6340,0.000024,0.000125,0.000421,0.036878,0.000667
6350,0.000024,0.000128,0.000418,0.036939,0.000674
6360,0.000024,0.000126,0.000419,0.037065,0.000677
6370,0.000024,0.000126,0.000424,0.037191,0.000675
6380,0.000023,0.000126,0.000420,0.037297,0.000672
6390,0.000024,0.000127,0.000421,0.037418,0.000676
6400,0.000023,0.000130,0.000421,0.037558,0.000675
6410,0.000024,0.000131,0.000422,0.037644,0.000678
6420,0.000024,0.000131,0.000423,0.037768,0.000672
6430,0.000024,0.000127,0.000423,0.037896,0.000687
6440,0.000024,0.000127,0.000424,0.038001,0.000684
6450,0.000024,0.000128,0.000430,0.038127,0.000683
6460,0.000024,0.000128,0.000426,0.038249,0.000679
6470,0.000024,0.000128,0.000426,0.038366,0.000687
6480,0.000024,0.000128,0.000430,0.038490,0.000690
6490,0.000024,0.000129,0.000431,0.038605,0.000687
6500,0.000024,0.000129,0.000433,0.038717,0.000697
6510,0.000024,0.000132,0.000429,0.038812,0.000691
6520,0.000024,0.000129,0.000429,0.038925,0.000689
6530,0.000024,0.000130,0.000431,0.039066,0.000691
6540,0.000024,0.000130,0.000431,0.039179,0.000696
6550,0.000024,0.000130,0.000435,0.039297,0.000693
6560,0.000024,0.000130,0.000434,0.039424,0.000689
6570,0.000025,0.000130,0.000433,0.039546,0.000694
6580,0.000024,0.000131,0.000433,0.039670,0.000693
6590,0.000024,0.000131,0.000437,0.039762,0.000696
6600,0.000030,0.000131,0.000438,0.039908,0.000698
6610,0.000032,0.000131,0.000435,0.040015,0.000696
6620,0.000025,0.000131,0.000438,0.040141,0.000703
6630,0.000024,0.000132,0.000437,0.040256,0.000696
6640,0.000025,0.000132,0.000440,0.040381,0.000696
6650,0.000024,0.000131,0.000441,0.040492,0.000702
6660,0.000025,0.000132,0.000444,0.040623,0.000699
6670,0.000025,0.000132,0.000443,0.040754,0.000701
6680,0.000025,0.000138,0.000440,0.040856,0.000708
6690,0.000025,0.000133,0.000440,0.040984,0.000705
6700,0.000025,0.000133,0.000445,0.041104,0.000706
6710,0.000025,0.000133,0.000442,0.041258,0.000707
6720,0.000025,0.000137,0.000443,0.041464,0.000742
6730,0.000025,0.000137,0.000443,0.041516,0.000739
6740,0.000029,0.000133,0.000443,0.041642,0.000722
6750,0.000025,0.000133,0.000445,0.041755,0.000713
6760,0.000025,0.000133,0.000445,0.041874,0.000721
6770,0.000025,0.000134,0.000449,0.042010,0.000718
6780,0.000025,0.000134,0.000446,0.042102,0.000718
6790,0.000026,0.000134,0.000449,0.042240,0.000721
6800,0.000025,0.000135,0.000451,0.042358,0.000721
6810,0.000025,0.000135,0.000451,0.042464,0.000717
6820,0.000025,0.000135,0.000449,0.042607,0.000730
6830,0.000025,0.000135,0.000453,0.042726,0.000722
6840,0.000025,0.000136,0.000454,0.042866,0.000721
6850,0.000025,0.000135,0.000451,0.042973,0.000724
6860,0.000026,0.000136,0.000455,0.043168,0.000726
6870,0.000025,0.000136,0.000452,0.043235,0.000723
6880,0.000029,0.000136,0.000453,0.043376,0.000728
6890,0.000025,0.000142,0.000454,0.043491,0.000728
6900,0.000026,0.000139,0.000454,0.043617,0.000728
6910,0.000026,0.000137,0.000455,0.043722,0.000733
6920,0.000026,0.000137,0.000457,0.043867,0.000730
6930,0.000026,0.000138,0.000460,0.044005,0.000754
6940,0.000026,0.000138,0.000456,0.044134,0.000737
6950,0.000025,0.000140,0.000458,0.044242,0.000735
6960,0.000026,0.000138,0.000461,0.044372,0.000735
6970,0.000026,0.000138,0.000462,0.044478,0.000736
6980,0.000026,0.000138,0.000463,0.044596,0.000738
6990,0.000025,0.000138,0.000464,0.044747,0.000734
7000,0.000026,0.000142,0.000461,0.044893,0.000743
7010,0.000026,0.000138,0.000464,0.044990,0.000737
7020,0.000026,0.000146,0.000462,0.045120,0.000743
7030,0.000026,0.000139,0.000467,0.045275,0.000745
7040,0.000026,0.000139,0.000471,0.045381,0.000744
7050,0.000027,0.000139,0.000464,0.045531,0.000753
7060,0.000026,0.000140,0.000469,0.045650,0.000745
7070,0.000026,0.000140,0.000469,0.045790,0.000741
7080,0.000033,0.000140,0.000466,0.045922,0.000749
7090,0.000026,0.000140,0.000468,0.046049,0.000747
7100,0.000026,0.000141,0.000467,0.046177,0.000743
7110,0.000026,0.000140,0.000471,0.046279,0.000757
7120,0.000026,0.000141,0.000472,0.046433,0.000751
7130,0.000027,0.000141,0.000474,0.046557,0.000753
7140,0.000026,0.000142,0.000474,0.046688,0.000750
7150,0.000027,0.000141,0.000470,0.046843,0.000750
7160,0.000027,0.000142,0.000475,0.046952,0.000747
7170,0.000026,0.000145,0.000472,0.047089,0.000758
7180,0.000027,0.000142,0.000477,0.047235,0.000762
7190,0.000026,0.000142,0.000477,0.047335,0.000764
7200,0.000026,0.000142,0.000477,0.047486,0.000763
7210,0.000026,0.000142,0.000478,0.047596,0.000765
7220,0.000027,0.000143,0.000479,0.047748,0.000757
7230,0.000030,0.000143,0.000476,0.047893,0.000770
7240,0.000027,0.000143,0.000474,0.047998,0.000771
7250,0.000027,0.000144,0.000478,0.048141,0.000764
7260,0.000027,0.000144,0.000482,0.048278,0.000778
7270,0.000027,0.000143,0.000483,0.048403,0.000784
7280,0.000027,0.000147,0.000483,0.048600,0.000780
7290,0.000027,0.000149,0.000481,0.048703,0.000781
7300,0.000027,0.000145,0.000481,0.048807,0.000780
7310,0.000027,0.000145,0.000485,0.048963,0.000776
7320,0.000027,0.000145,0.000482,0.049055,0.000776
7330,0.000027,0.000148,0.000482,0.049202,0.000779
7340,0.000027,0.000146,0.000486,0.049323,0.000778
7350,0.000027,0.000145,0.000488,0.049457,0.000781
7360,0.000027,0.000145,0.000491,0.049593,0.000780
7370,0.000028,0.000149,0.000485,0.049726,0.000781
7380,0.000028,0.000146,0.000486,0.049876,0.000789
7390,0.000027,0.000150,0.000486,0.050020,0.000790
7400,0.000027,0.000146,0.000492,0.050127,0.000786
7410,0.000027,0.000146,0.000487,0.050290,0.000788
7420,0.000027,0.000147,0.000488,0.050420,0.000795
7430,0.000027,0.000147,0.000489,0.050540,0.000788
7440,0.000027,0.000148,0.000493,0.050667,0.000794
7450,0.000028,0.000147,0.000484,0.050814,0.000796
7460,0.000028,0.000147,0.000491,0.050941,0.000791
7470,0.000028,0.000148,0.000495,0.051074,0.000797
7480,0.000028,0.000148,0.000495,0.051221,0.000798
7490,0.000028,0.000148,0.000495,0.051376,0.000801
7500,0.000028,0.000148,0.000497,0.051488,0.000804
7510,0.000028,0.000149,0.000499,0.051628,0.000800
7520,0.000028,0.000153,0.000495,0.051774,0.000801
7530,0.000028,0.000149,0.000496,0.051907,0.000800
7540,0.000028,0.000149,0.000500,0.052051,0.000802
7550,0.000028,0.000150,0.000498,0.052187,0.000803
7560,0.000028,0.000150,0.000501,0.052338,0.000809
7570,0.000028,0.000149,0.000501,0.052486,0.000808
7580,0.000028,0.000150,0.000502,0.052620,0.000803
7590,0.000028,0.000158,0.000499,0.052750,0.000805
7600,0.000028,0.000150,0.000500,0.052878,0.000804
7610,0.000028,0.000154,0.000501,0.053012,0.000801
7620,0.000028,0.000151,0.000505,0.053154,0.000811
7630,0.000028,0.000151,0.000505,0.053293,0.000815
7640,0.000029,0.000151,0.000506,0.053424,0.000812
7650,0.000029,0.000151,0.000507,0.053570,0.000812
7660,0.000029,0.000151,0.000507,0.053713,0.000804
7670,0.000028,0.000152,0.000504,0.053845,0.000808
7680,0.000029,0.000152,0.000509,0.053989,0.000809
7690,0.000028,0.000152,0.000506,0.054150,0.000810
7700,0.000028,0.000152,0.000507,0.054286,0.000819
7710,0.000028,0.000152,0.000507,0.054450,0.000824
7720,0.000029,0.000153,0.000509,0.054585,0.000814
7730,0.000028,0.000153,0.000513,0.054711,0.000815
7740,0.000029,0.000156,0.000509,0.054829,0.000820
7750,0.000028,0.000153,0.000513,0.054969,0.000822
7760,0.000029,0.000154,0.000511,0.055113,0.000836
7770,0.000032,0.000153,0.000512,0.055269,0.000830
7780,0.000029,0.000174,0.000512,0.055416,0.000826
7790,0.000029,0.000154,0.000512,0.055542,0.000825
7800,0.000029,0.000155,0.000516,0.055686,0.000827
7810,0.000028,0.000154,0.000525,0.055846,0.000834
7820,0.000029,0.000154,0.000517,0.055989,0.000828
7830,0.000029,0.000155,0.000515,0.056115,0.000832
7840,0.000029,0.000158,0.000516,0.056282,0.000832
7850,0.000029,0.000159,0.000508,0.056413,0.000835
7860,0.000029,0.000155,0.000517,0.056556,0.000839
7870,0.000029,0.000156,0.000521,0.056684,0.000843
7880,0.000029,0.000156,0.000522,0.056867,0.000840
7890,0.000029,0.000156,0.000523,0.056977,0.000842
7900,0.000029,0.000157,0.000520,0.057131,0.000845
7910,0.000032,0.000156,0.000521,0.057300,0.000841
7920,0.000030,0.000157,0.000521,0.057541,0.000846
7930,0.000029,0.000157,0.000525,0.057595,0.000836
7940,0.000029,0.000157,0.000527,0.057757,0.000844
7950,0.000029,0.000158,0.000523,0.057879,0.000844
7960,0.000029,0.000158,0.000527,0.058026,0.000847
7970,0.000030,0.000158,0.000528,0.058162,0.000846
7980,0.000029,0.000157,0.000528,0.058283,0.000842
7990,0.000029,0.000158,0.000529,0.058441,0.000846
8000,0.000029,0.000158,0.000531,0.058591,0.000846
8010,0.000030,0.000159,0.000527,0.058737,0.000846
8020,0.000030,0.000159,0.000531,0.058874,0.000846
8030,0.000030,0.000159,0.000528,0.059018,0.000851
8040,0.000033,0.000159,0.000529,0.059215,0.000848
8050,0.000030,0.000165,0.000529,0.059347,0.000846
8060,0.000030,0.000160,0.000531,0.059458,0.000855
8070,0.000030,0.000160,0.000534,0.059627,0.000849
8080,0.000030,0.000160,0.000535,0.059751,0.000858
8090,0.000030,0.000160,0.000533,0.059963,0.000855
8100,0.000034,0.000160,0.000533,0.060074,0.000861
8110,0.000030,0.000164,0.000535,0.060218,0.000861
8120,0.000030,0.000164,0.000535,0.060342,0.000861
8130,0.000036,0.000161,0.000535,0.060503,0.000860
8140,0.000030,0.000161,0.000538,0.060642,0.000862
8150,0.000030,0.000162,0.000539,0.060797,0.000861
8160,0.000030,0.000161,0.000540,0.060949,0.000885
8170,0.000030,0.000161,0.000537,0.061084,0.000864
8180,0.000030,0.000166,0.000539,0.061263,0.000868
8190,0.000030,0.000162,0.000539,0.061413,0.000873
8200,0.000030,0.000162,0.000539,0.061553,0.000871
8210,0.000030,0.000162,0.000544,0.061709,0.000871
8220,0.000030,0.000163,0.000541,0.061843,0.000863
8230,0.000031,0.000163,0.000545,0.062005,0.000872
8240,0.000031,0.000163,0.000546,0.062149,0.000873
8250,0.000030,0.000163,0.000546,0.062297,0.000882
8260,0.000031,0.000164,0.000547,0.062462,0.000877
8270,0.000034,0.000164,0.000544,0.062631,0.000891
8280,0.000030,0.000164,0.000548,0.080764,0.001399
8290,0.000049,0.000265,0.000857,0.071509,0.000891
8300,0.000031,0.000164,0.000549,0.063066,0.000893
8310,0.000031,0.000164,0.000550,0.063214,0.000893
8320,0.000031,0.000165,0.000551,0.063358,0.000879
8330,0.000031,0.000165,0.000552,0.063502,0.000887
8340,0.000031,0.000165,0.000549,0.063690,0.000891
8350,0.000031,0.000165,0.000552,0.063874,0.000889
8360,0.000031,0.000166,0.000553,0.063999,0.000892
8370,0.000031,0.000165,0.000551,0.064127,0.000881
8380,0.000031,0.000166,0.000551,0.064289,0.000885
8390,0.000031,0.000166,0.000552,0.064423,0.000894
8400,0.000031,0.000167,0.000556,0.064592,0.000899
8410,0.000035,0.000166,0.000553,0.064762,0.000896
8420,0.000031,0.000167,0.000558,0.064885,0.000902
8430,0.000031,0.000166,0.000558,0.065067,0.000902
8440,0.000031,0.000167,0.000560,0.065219,0.000897
8450,0.000031,0.000167,0.000559,0.065345,0.000907
8460,0.000031,0.000167,0.000561,0.065504,0.000902
8470,0.000035,0.000168,0.000557,0.065657,0.000903
8480,0.000031,0.000168,0.000561,0.065802,0.000915
8490,0.000032,0.000168,0.000559,0.065966,0.000907
8500,0.000031,0.000168,0.000560,0.066118,0.000914
8510,0.000032,0.000168,0.000560,0.066303,0.000910
8520,0.000032,0.000168,0.000561,0.066459,0.000910
8530,0.000031,0.000168,0.000559,0.066616,0.000918
8540,0.000032,0.000169,0.000562,0.066770,0.000916
8550,0.000032,0.000169,0.000566,0.066915,0.000913
8560,0.000031,0.000170,0.000567,0.067082,0.000920
8570,0.000031,0.000169,0.000567,0.067207,0.000922
8580,0.000032,0.000170,0.000568,0.067360,0.000916
8590,0.000031,0.000173,0.000566,0.067593,0.000926
8600,0.000032,0.000170,0.000570,0.067746,0.000917
8610,0.000032,0.000170,0.000566,0.067897,0.000926
8620,0.000032,0.000173,0.000567,0.068034,0.000925
8630,0.000032,0.000170,0.000570,0.068144,0.000926
8640,0.000031,0.000174,0.000569,0.068414,0.000932
8650,0.000032,0.000171,0.000570,0.068481,0.000927
8660,0.000032,0.000172,0.000574,0.068641,0.000933
8670,0.000032,0.000172,0.000571,0.068796,0.000929
8680,0.000032,0.000175,0.000572,0.068977,0.000931
8690,0.000032,0.000172,0.000575,0.069156,0.000934
8700,0.000032,0.000175,0.000573,0.069276,0.000938
8710,0.000032,0.000173,0.000573,0.069415,0.000937
8720,0.000032,0.000172,0.000574,0.069596,0.000942
8730,0.000033,0.000176,0.000574,0.069815,0.000938
8740,0.000032,0.000173,0.000579,0.069946,0.000942
8750,0.000032,0.000173,0.000579,0.070105,0.000933
8760,0.000032,0.000173,0.000581,0.070225,0.000943
8770,0.000033,0.000177,0.000578,0.070422,0.000944
8780,0.000033,0.000174,0.000578,0.070581,0.000944
8790,0.000032,0.000174,0.000583,0.070738,0.000944
8800,0.000033,0.000174,0.000582,0.070876,0.000948
8810,0.000032,0.000174,0.000583,0.071057,0.000950
8820,0.000032,0.000174,0.000584,0.071198,0.000946
8830,0.000033,0.000175,0.000585,0.071385,0.000949
8840,0.000033,0.000175,0.000585,0.071573,0.000949
8850,0.000033,0.000175,0.000586,0.071704,0.000958
8860,0.000039,0.000175,0.000583,0.071875,0.000959
8870,0.000033,0.000180,0.000584,0.072049,0.000951
8880,0.000032,0.000178,0.000584,0.072202,0.000959
8890,0.000032,0.000176,0.000585,0.072386,0.000961
8900,0.000033,0.000176,0.000589,0.072529,0.000956
8910,0.000033,0.000180,0.000587,0.072715,0.000957
8920,0.000032,0.000176,0.000591,0.072865,0.000957
8930,0.000033,0.000177,0.000591,0.073013,0.000956
8940,0.000033,0.000177,0.000592,0.073160,0.000972
8950,0.000033,0.000177,0.000592,0.073343,0.000958
8960,0.000033,0.000180,0.000590,0.073523,0.000962
8970,0.000033,0.000177,0.000594,0.073693,0.000962
8980,0.000034,0.000177,0.000591,0.073838,0.000967
8990,0.000036,0.000178,0.000592,0.073986,0.000987
9000,0.000036,0.000178,0.000593,0.074123,0.000993
9010,0.000033,0.000178,0.000593,0.074296,0.000983
9020,0.000034,0.000178,0.000597,0.074450,0.000962
9030,0.000033,0.000182,0.000595,0.074649,0.000976
9040,0.000034,0.000179,0.000601,0.074810,0.000972
9050,0.000033,0.000179,0.000599,0.074959,0.000969
9060,0.000033,0.000179,0.000600,0.075135,0.000970
9070,0.000033,0.000179,0.000601,0.075306,0.000973
9080,0.000033,0.000182,0.000598,0.075437,0.000981
9090,0.000033,0.000180,0.000602,0.075612,0.000974
9100,0.000033,0.000183,0.000599,0.075801,0.000977
9110,0.000033,0.000180,0.000603,0.075994,0.000976
9120,0.000034,0.000180,0.000604,0.076150,0.000985
9130,0.000034,0.000184,0.000601,0.076359,0.000986
9140,0.000034,0.000181,0.000606,0.076483,0.000986
9150,0.000034,0.000185,0.000603,0.076639,0.000998
9160,0.000034,0.000181,0.000607,0.076844,0.000981
9170,0.000034,0.000181,0.000608,0.076957,0.000976
9180,0.000034,0.000181,0.000605,0.077127,0.000981
9190,0.000034,0.000183,0.000607,0.077274,0.000991
9200,0.000034,0.000185,0.000605,0.077489,0.000989
9210,0.000034,0.000183,0.000610,0.077664,0.000988
9220,0.000036,0.000183,0.000607,0.077786,0.000987
9230,0.000037,0.000183,0.000608,0.077959,0.000995
9240,0.000038,0.000183,0.000609,0.078173,0.000994
9250,0.000034,0.000183,0.000614,0.078303,0.000996
9260,0.000034,0.000183,0.000612,0.078447,0.000996
9270,0.000034,0.000184,0.000611,0.078663,0.000995
9280,0.000034,0.000184,0.000614,0.078831,0.000996
9290,0.000034,0.000184,0.000615,0.078965,0.000999
9300,0.000034,0.000184,0.000615,0.079159,0.000998
9310,0.000034,0.000187,0.000613,0.079345,0.001004
9320,0.000034,0.000185,0.000617,0.079504,0.001003
9330,0.000034,0.000188,0.000614,0.079672,0.000997
9340,0.000034,0.000185,0.000618,0.079889,0.001012
9350,0.000034,0.000184,0.000619,0.080038,0.001008
9360,0.000034,0.000185,0.000621,0.080226,0.001004
9370,0.000034,0.000185,0.000617,0.080354,0.001003
9380,0.000035,0.000186,0.000621,0.080508,0.001008
9390,0.000035,0.000186,0.000619,0.080711,0.001008
9400,0.000035,0.000189,0.000619,0.080869,0.001012
9410,0.000034,0.000189,0.000620,0.081015,0.001011
9420,0.000034,0.000188,0.000620,0.081222,0.001008
9430,0.000035,0.000187,0.000624,0.081417,0.001016
9440,0.000035,0.000187,0.000630,0.081574,0.001010
9450,0.000035,0.000187,0.000625,0.081714,0.001014
9460,0.000035,0.000187,0.000624,0.081909,0.001015
9470,0.000035,0.000187,0.000626,0.082071,0.001014
9480,0.000035,0.000188,0.000628,0.082307,0.001029
9490,0.000035,0.000192,0.000625,0.082452,0.001018
9500,0.000035,0.000188,0.000629,0.082618,0.001022
9510,0.000035,0.000188,0.000626,0.082759,0.001025
9520,0.000039,0.000188,0.000627,0.082937,0.001031
9530,0.000035,0.000189,0.000628,0.083144,0.001021
9540,0.000036,0.000189,0.000631,0.083273,0.001027
9550,0.000035,0.000188,0.000633,0.083480,0.001025
9560,0.000035,0.000190,0.000633,0.083637,0.001027
9570,0.000035,0.000189,0.000631,0.083878,0.001032
9580,0.000035,0.000190,0.000631,0.084009,0.001031
9590,0.000035,0.000190,0.000635,0.084182,0.001059
9600,0.000035,0.000190,0.000635,0.084321,0.001029
9610,0.000036,0.000193,0.000632,0.084489,0.001031
9620,0.000036,0.000196,0.000638,0.084669,0.001028
9630,0.000035,0.000190,0.000637,0.084840,0.001029
9640,0.000036,0.000191,0.000638,0.085030,0.001034
9650,0.000036,0.000191,0.000640,0.085210,0.001041
9660,0.000035,0.000194,0.000636,0.085367,0.001040
9670,0.000036,0.000191,0.000640,0.085554,0.001037
9680,0.000035,0.000191,0.000637,0.085740,0.001043
9690,0.000035,0.000194,0.000638,0.085934,0.001045
9700,0.000036,0.000192,0.000639,0.086091,0.001044
9710,0.000036,0.000193,0.000642,0.086224,0.001038
9720,0.000036,0.000193,0.000643,0.086436,0.001046
9730,0.000036,0.000193,0.000644,0.086687,0.001053
9740,0.000036,0.000193,0.000632,0.086794,0.001038
9750,0.000036,0.000193,0.000643,0.086983,0.001055
9760,0.000036,0.000193,0.000647,0.087163,0.001048
9770,0.000036,0.000193,0.000646,0.087361,0.001046
9780,0.000036,0.000193,0.000647,0.087507,0.001058
9790,0.000036,0.000196,0.000645,0.087722,0.001052
9800,0.000036,0.000194,0.000649,0.087881,0.001062
9810,0.000036,0.000197,0.000646,0.088059,0.001051
9820,0.000036,0.000195,0.000647,0.088246,0.001049
9830,0.000036,0.000194,0.000650,0.088393,0.001053
9840,0.000040,0.000195,0.000648,0.088611,0.001061
9850,0.000037,0.000199,0.000649,0.088802,0.001065
9860,0.000036,0.000198,0.000649,0.088960,0.001066
9870,0.000039,0.000195,0.000650,0.089111,0.001060
9880,0.000036,0.000195,0.000654,0.089329,0.001068
9890,0.000036,0.000200,0.000651,0.089548,0.001072
9900,0.000036,0.000196,0.000655,0.089700,0.001070
9910,0.000037,0.000196,0.000658,0.089860,0.001072
9920,0.000036,0.000196,0.000656,0.090058,0.001063
9930,0.000037,0.000197,0.000659,0.090205,0.001069
9940,0.000036,0.000197,0.000658,0.090407,0.001067
9950,0.000036,0.000200,0.000656,0.090628,0.001079
9960,0.000036,0.000197,0.000660,0.090827,0.001066
9970,0.000037,0.000198,0.000660,0.091007,0.001076
9980,0.000037,0.000200,0.000657,0.091186,0.001083
